track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,danceability,energy,key,loudness,speechiness,liveness,valence,tempo,duration_ms,popularity_category,tempo_category,loudness_category,release_month
Un Traguito,Lérica,61,Un Traguito,2019-01-17,latin,0.642,0.851,0,-3.448,0.103,0.776,0.653,96.996,184185,High Popularity,Moderate,Loud,January
Te Quedaste Solo,Fanny Lu,45,Te Quedaste Solo,2019-05-17,latin,0.876,0.738,2,-4.835,0.0941,0.12,0.741,96.006,195867,Medium Popularity,Moderate,Loud,May
I Love You More,Juan Luis Guerra 4.40,28,I Love You More,2019-05-10,latin,0.758,0.914,10,-2.699,0.084,0.0749,0.962,149.786,196200,Low Popularity,Fast,Loud,May
Ella Me Beso - Remix,Elvis Crespo,38,Ella Me Beso,2019-05-10,latin,0.783,0.921,0,-3.254,0.202,0.0736,0.887,120.054,188075,Low Popularity,Fast,Loud,May
Lo vimos venir (con Alex Ubago),Molina Molina,20,Lo vimos venir (con Alex Ubago),2019-05-17,latin,0.542,0.635,7,-8.366,0.0494,0.119,0.549,147.059,231642,Very Low Popularity,Fast,Moderate,May
Medellín - Offer Nissim Madame X In The Sphinx,Madonna,43,Medellín (Remixes),2019-05-09,latin,0.776,0.852,1,-5.904,0.0684,0.12,0.224,113.984,330526,Medium Popularity,Moderate,Moderate,May
Tan Buena,Gente De Zona,64,OTRA COSA,2019-05-24,latin,0.833,0.831,0,-3.799,0.0733,0.214,0.847,96.024,225107,High Popularity,Moderate,Loud,May
Volver a Verte (feat. Cali y El Dandee),Fonseca,65,Agustín,2018-11-09,latin,0.764,0.76,9,-2.961,0.0587,0.0451,0.513,92.126,169800,High Popularity,Moderate,Loud,November
La Vida Es Una Sola,Nacho,50,La Vida Es Una Sola,2019-08-09,latin,0.852,0.84,0,-3.977,0.0848,0.0348,0.393,106.007,222693,Medium Popularity,Moderate,Loud,August
Te Vi,Piso 21,83,Te Vi,2018-12-14,latin,0.877,0.777,1,-4.246,0.117,0.0863,0.706,102.02,231848,Very High Popularity,Moderate,Loud,December
Hasta Viejitos (feat. Carlos Vives),Alejandro Gonzalez,59,Hasta Viejitos (feat. Carlos Vives),2019-09-06,latin,0.664,0.849,11,-5.996,0.0416,0.0559,0.723,81.94,199996,Medium Popularity,Slow,Moderate,September
Señorita,Shawn Mendes,88,Shawn Mendes (Deluxe),2019-06-19,latin,0.759,0.548,9,-6.049,0.029,0.0828,0.749,116.967,190800,Very High Popularity,Moderate,Moderate,June
Ay Mi Dios,IAmChino,59,Ay Mi Dios,2016-02-22,latin,0.761,0.829,0,-3.203,0.0681,0.189,0.813,92.033,252003,Medium Popularity,Moderate,Loud,February
Borinquen Bella (feat. Zion & Lennox),Farruko,63,Gangalee,2019-04-26,latin,0.794,0.731,9,-3.831,0.0717,0.0871,0.449,91.023,224653,High Popularity,Moderate,Loud,April
Consejo de Amor,TINI,71,Quiero Volver,2018-10-12,latin,0.475,0.717,0,-6.712,0.102,0.101,0.646,83.873,199720,High Popularity,Slow,Moderate,October
La Cartera,Farruko,76,Gangalee,2019-04-26,latin,0.771,0.796,10,-4.106,0.0798,0.218,0.636,87.985,289907,High Popularity,Slow,Loud,April
Pega Pega,"Tito ""El Bambino""",65,Pega Pega,2019-05-31,latin,0.8,0.845,11,-4.189,0.0574,0.387,0.843,96.998,219600,High Popularity,Moderate,Loud,May
100 Grados (feat. A.CHAL),Lali,50,Brava,2018-08-10,latin,0.729,0.816,7,-4.551,0.129,0.231,0.288,100.052,204728,Medium Popularity,Moderate,Loud,August
Lo Que Tú y Yo Vivimos (feat. Gente de Zona) - Ao Vivo,Gusttavo Lima,64,O Embaixador in Cariri - Vol. 1 (Ao Vivo),2019-10-04,latin,0.673,0.915,0,-4.002,0.102,0.933,0.41,92.013,237508,High Popularity,Moderate,Loud,October
Sayonara,Izone,36,Sayonara,2019-10-18,latin,0.793,0.846,7,-3.195,0.0313,0.0578,0.949,130.034,221702,Low Popularity,Fast,Loud,October
Las Flores (feat. Los Auténticos Decadentes),Benjamín Amadeo,58,Las Flores (feat. Los Auténticos Decadentes),2019-10-03,latin,0.75,0.763,7,-5.857,0.124,0.0904,0.763,100.053,213948,Medium Popularity,Moderate,Moderate,October
Ganitas,Rombai,64,Ganitas,2019-08-23,latin,0.749,0.772,5,-5.13,0.0667,0.0803,0.806,173.737,215375,High Popularity,Very Fast,Moderate,August
Jangueo,Alex Rose,76,LOST,2019-11-08,latin,0.851,0.688,11,-4.038,0.0565,0.105,0.732,103.982,259600,High Popularity,Moderate,Loud,November
Cristina (feat. Shelow Shaq),Maffio,77,Cristina (feat. Shelow Shaq),2019-03-29,latin,0.861,0.599,1,-4.205,0.246,0.0921,0.869,102.119,186893,High Popularity,Moderate,Loud,March
El Festejo de la Vida,Afrodisiaco,25,El Festejo de la Vida,2019-11-22,latin,0.727,0.925,9,-3.618,0.18,0.0936,0.736,147.078,250231,Low Popularity,Fast,Loud,November
Free Free Free,Pitbull,47,Free Free Free,2018-07-06,latin,0.71,0.951,4,-4.694,0.131,0.112,0.532,122.99,234146,Medium Popularity,Fast,Loud,July
La Llamada,Felibena,4,La Llamada,2020-01-17,latin,0.799,0.84,6,-8.583,0.0741,0.286,0.42,90.987,216264,Very Low Popularity,Moderate,Moderate,January
Kissing Strangers,WVLNGTH,7,Kissing Strangers,2020-01-17,latin,0.593,0.906,9,-7.32,0.254,0.12,0.599,150.005,202000,Very Low Popularity,Very Fast,Moderate,January
African Woman So Fine,HARRI BEST,6,African Woman So Fine,2018-10-09,latin,0.799,0.654,5,-5.835,0.041,0.105,0.815,100.981,226970,Very Low Popularity,Moderate,Moderate,October
On The Beach - Scandall 'n Ros Remix,Melleefresh,24,PLAY AT ADE 2019,2019-10-04,latin,0.801,0.613,5,-7.078,0.0477,0.107,0.272,123.991,310161,Low Popularity,Fast,Moderate,October
Hey Child,Rewind,23,Hey Child,2020-01-14,latin,0.582,0.81,2,-6.161,0.0398,0.144,0.24,127.932,219375,Low Popularity,Fast,Moderate,January
Show Yourself,Chris2pher,35,Show Yourself,2019-12-20,latin,0.674,0.417,1,-7.759,0.0363,0.103,0.692,107.144,162038,Low Popularity,Moderate,Moderate,December
Glad To Be Here,TRUTHR,28,Glad To Be Here,2019-12-20,latin,0.691,0.658,10,-7.115,0.134,0.0843,0.744,160.021,168209,Low Popularity,Very Fast,Moderate,December
Myself,NEEVE,27,Myself,2019-10-18,latin,0.568,0.895,0,-3.323,0.0614,0.0736,0.305,115.988,242372,Low Popularity,Moderate,Loud,October
Times With You,ENCR,28,Times With You,2019-12-31,latin,0.708,0.354,2,-12.075,0.0675,0.0744,0.239,108.059,266667,Low Popularity,Moderate,Quiet,December
Gypsy Woman (She's Homeless) [House Kitsuné America],Mija,49,Gypsy Woman (She's Homeless) [House Kitsuné America],2019-12-20,latin,0.667,0.547,9,-12.841,0.0355,0.115,0.182,122.012,269508,Medium Popularity,Fast,Quiet,December
Fat Boy Roll,Bigg Rich,33,Fat Boy Roll,2015-06-01,latin,0.879,0.76,1,-3.571,0.156,0.0831,0.68,156.02,261016,Low Popularity,Very Fast,Loud,June
Amira,Elias Ahmad,35,Amira,2019-11-29,latin,0.801,0.814,9,-2.736,0.0458,0.108,0.65,120.03,172213,Low Popularity,Fast,Loud,November
Quiero - Reggaeton Romantico,Cheeky El Exotico,29,Quiero - Reggaeton Romantico,2019-10-15,latin,0.862,0.52,6,-8.166,0.0654,0.0934,0.633,95.029,174384,Low Popularity,Moderate,Moderate,October
Party Like Its 1920,The Swinghoppers,44,Party Like Its 1920,2020-01-03,latin,0.75,0.95,9,-5.059,0.167,0.426,0.707,119.962,185000,Medium Popularity,Moderate,Moderate,January
Let This Be,Jack Rose,46,Let This Be,2019-12-20,latin,0.573,0.626,5,-8.901,0.0507,0.187,0.638,153.101,217493,Medium Popularity,Very Fast,Moderate,December
Flirtin' w / Forever,Wayne Brady,40,Flirtin' w / Forever,2019-12-18,latin,0.627,0.573,2,-6.921,0.05,0.0534,0.423,133.901,210873,Low Popularity,Fast,Moderate,December
Breakfast,Kai the Kid,34,Breakfast,2019-09-13,latin,0.713,0.554,1,-6.95,0.15,0.166,0.288,124.94,219873,Low Popularity,Fast,Moderate,September
For U,Olivia Creutzer,40,For U,2019-04-19,latin,0.506,0.593,11,-8.476,0.0938,0.0822,0.481,103.31,177477,Low Popularity,Moderate,Moderate,April
Ho Wit It,Xcellence!,35,Ho Wit It,2019-09-26,latin,0.883,0.775,9,-4.508,0.298,0.615,0.697,128.006,150000,Low Popularity,Fast,Loud,September
Wie wunderschön - Wolfgang Lohr Remix,Antoine Villoutreix,36,Wie wunderschön (Wolfgang Lohr Remix),2019-12-23,latin,0.756,0.68,11,-8.558,0.0362,0.0548,0.792,95.019,229263,Low Popularity,Moderate,Moderate,December
Maillot de bain,Modhayan,38,Biarritz,2019-08-25,latin,0.687,0.449,7,-15.161,0.0852,0.0643,0.91,92.03,215410,Low Popularity,Moderate,Very Quiet,August
Why,Lkhn,31,Why,2019-12-18,latin,0.701,0.743,10,-4.999,0.0354,0.113,0.512,130.058,148986,Low Popularity,Fast,Loud,December
Do You Hear Me,DINKS,32,Do You Hear Me,2019-12-20,latin,0.753,0.952,2,-6.559,0.0463,0.0772,0.932,122.01,181721,Low Popularity,Fast,Moderate,December
Need to Swing,Emma Clair,34,Need to Swing,2019-12-20,latin,0.952,0.917,11,-4.973,0.133,0.0922,0.965,127.968,217800,Low Popularity,Fast,Loud,December
The One I Like,Andrezia,38,The One I Like,2019-12-19,latin,0.709,0.498,5,-7.3,0.0803,0.0967,0.124,99.965,178859,Low Popularity,Moderate,Moderate,December
I.D.K,Mr Lock,37,I.D.K,2019-10-18,latin,0.627,0.723,1,-8.279,0.0967,0.0992,0.59,156.048,225829,Low Popularity,Very Fast,Moderate,October
Bad Intentions,Nick Marcus,34,Bad Intentions,2019-08-30,latin,0.708,0.719,11,-7.547,0.189,0.0973,0.399,138.424,172941,Low Popularity,Fast,Moderate,August
What Makes You Truly Happy,Catdra Catthien,38,What Makes You Truly Happy,2019-12-19,latin,0.9,0.465,1,-16.13,0.179,0.0356,0.533,109.003,210385,Low Popularity,Moderate,Very Quiet,December
Joy,Teresa Jae,32,Joy,2019-12-18,latin,0.654,0.672,11,-6.824,0.148,0.505,0.375,160.002,183017,Low Popularity,Very Fast,Moderate,December
Slide,Sir Foster,43,Stadium Music,2019-09-06,latin,0.721,0.766,9,-6.767,0.0408,0.0994,0.658,104.016,249231,Medium Popularity,Moderate,Moderate,September
Give You Everything,Rachel Mason,41,Give You Everything,2019-04-24,latin,0.234,0.757,0,-5.554,0.0421,0.0967,0.131,86.671,256800,Medium Popularity,Slow,Moderate,April
Espero Que Entiendas,Oz,26,Espero Que Entiendas,2019-10-18,latin,0.588,0.7,0,-11.837,0.0418,0.0888,0.17,128.059,253142,Low Popularity,Fast,Quiet,October
Girls Don't Like Me,Wett Brain,43,Girls Don't Like Me,2019-12-14,latin,0.831,0.509,11,-6.497,0.0463,0.156,0.236,120.009,160500,Medium Popularity,Fast,Moderate,December
When my love is safe (feat. Michael Manring),Marco Maggiore,32,PassWords [Deluxe edition],2014-01-20,latin,0.325,0.691,0,-9.434,0.0438,0.0681,0.359,170.055,299445,Low Popularity,Very Fast,Moderate,January
I Don't Care (with Justin Bieber),Ed Sheeran,84,No.6 Collaborations Project,2019-07-12,latin,0.798,0.675,6,-5.041,0.0442,0.0894,0.842,101.956,219947,Very High Popularity,Moderate,Moderate,July
River Heartless,Werner Mill,42,River Heartless,2018-05-18,latin,0.591,0.582,11,-10.979,0.031,0.107,0.65,114.978,191040,Medium Popularity,Moderate,Quiet,May
What Side Of Love - Acoustic Version,Parachute,52,What Side Of Love (Acoustic Version),2016-11-18,latin,0.783,0.231,11,-9.193,0.0855,0.136,0.22,141.714,245551,Medium Popularity,Fast,Moderate,November
Live Your Life,X-Change,45,Live Your Life,2019-10-31,latin,0.724,0.866,5,-3.293,0.0317,0.346,0.565,123.968,192627,Medium Popularity,Fast,Loud,October
One True House,AW,42,One True House,2019-10-03,latin,0.803,0.933,7,-6.836,0.0504,0.119,0.526,124.012,174367,Medium Popularity,Fast,Moderate,October
Pulse,Jade Key,38,Pulse,2019-12-06,latin,0.476,0.802,10,-4.851,0.169,0.18,0.328,144.814,214552,Low Popularity,Fast,Loud,December
Breathe,Duchess,36,Breathe,2019-12-13,latin,0.676,0.53,8,-7.101,0.0342,0.0767,0.498,91.043,196106,Low Popularity,Moderate,Moderate,December
Upside Down - Pisk Remix - Radio Edit,Wolfgang Lohr,40,Upside Down (Pisk Remix),2019-12-13,latin,0.894,0.797,9,-7.904,0.0449,0.06,0.664,127.027,194173,Low Popularity,Fast,Moderate,December
Mistletoe (Waiting) a Hip Hop Holiday,DJ Eddie F,37,Eddie F Presents - A Hip Hop Holiday & Christmas - Music from the Film,2019-11-25,latin,0.607,0.815,1,-4.467,0.0472,0.0398,0.574,97.079,212810,Low Popularity,Moderate,Loud,November
Shamania,Ekat Bork,48,Shamania,2019-10-18,latin,0.607,0.635,6,-8.165,0.229,0.112,0.588,97.941,210662,Medium Popularity,Moderate,Moderate,October
Shelter,Road Kahan,41,Shelter,2019-12-12,latin,0.699,0.503,4,-7.236,0.0751,0.0786,0.0555,124.009,214975,Medium Popularity,Fast,Moderate,December
Ace - Radio Edit,Rewind,38,Ace,2019-10-13,latin,0.636,0.866,1,-8.794,0.0543,0.11,0.415,127.944,205312,Low Popularity,Fast,Moderate,October
Twitter Handles,Marcus Muscogee,24,Twitter Handles,2019-10-18,latin,0.646,0.695,7,-7.239,0.05,0.0987,0.297,146.973,226000,Low Popularity,Fast,Moderate,October
So Afraid,Thelin,28,So Afraid,2019-12-08,latin,0.728,0.512,3,-10.299,0.0391,0.17,0.203,120.001,184500,Low Popularity,Fast,Quiet,December
Sell My Story,James Patricio,23,Sell My Story,2019-10-29,latin,0.788,0.418,1,-9.687,0.0351,0.124,0.368,103.969,263077,Low Popularity,Moderate,Moderate,October
ISSO LIT,CHRYS THOMPSON,30,ISSO LIT,2019-10-31,latin,0.881,0.681,1,-7.05,0.115,0.0781,0.696,128.101,187849,Low Popularity,Fast,Moderate,October
Tales Of The Night,PayAttention,40,Tales Of The Night,2019-12-06,latin,0.529,0.812,1,-5.511,0.0683,0.0856,0.423,99.404,182400,Low Popularity,Moderate,Moderate,December
ATTITUDE,PayAttention,47,ATTITUDE,2019-06-14,latin,0.744,0.97,0,-2.861,0.135,0.112,0.617,105.969,190433,Medium Popularity,Moderate,Loud,June
Shadows - Radio Edit,Irajá,39,Shadows,2019-11-07,latin,0.626,0.865,6,-7.754,0.0492,0.129,0.17,124.025,205161,Low Popularity,Fast,Moderate,November
Muriendo - Remix,Salah,31,Muriendo (Remix),2018-04-06,latin,0.75,0.822,1,-3.75,0.0394,0.118,0.693,89.997,258717,Low Popularity,Slow,Loud,April
Where You At?,James Bakian,28,Where You At?,2019-11-29,latin,0.584,0.407,5,-9.398,0.0326,0.13,0.382,102.019,214115,Low Popularity,Moderate,Moderate,November
Black Shaolin,Prince Kane,30,Black Shaolin,2019-11-27,latin,0.894,0.786,6,-6.172,0.277,0.0302,0.846,140.057,179980,Low Popularity,Fast,Moderate,November
MoneyMoney,Tight Rhymes,41,MoneyMoney,2019-11-22,latin,0.494,0.799,11,-5.118,0.311,0.11,0.569,86.037,187548,Medium Popularity,Slow,Moderate,November
Vandaag gaat het gebeuren,PLANKGAS,36,Vandaag gaat het gebeuren,2019-11-19,latin,0.728,0.894,8,-5.087,0.0521,0.928,0.879,124.02,207581,Low Popularity,Fast,Moderate,November
Poor Who Die,Tight Rhymes,41,Poor Who Die,2019-11-12,latin,0.683,0.794,11,-3.391,0.0777,0.1,0.683,149.59,158813,Medium Popularity,Fast,Loud,November
Fisherman's Boat,Byron Keno,34,Fisherman's Boat,2019-11-14,latin,0.478,0.506,9,-8.35,0.0292,0.0857,0.37,136.058,198677,Low Popularity,Fast,Moderate,November
Drive Me Crazy,Funky XV,38,Drive Me Crazy,2019-11-14,latin,0.655,0.805,4,-6.379,0.377,0.108,0.45,90.226,195529,Low Popularity,Moderate,Moderate,November
Stocking Stuffer,B3 The Third,37,Stocking Stuffer,2018-12-05,latin,0.69,0.506,0,-11.121,0.408,0.768,0.613,156.087,189507,Low Popularity,Very Fast,Quiet,December
Hell No,Two Neighbors,27,Hell No,2019-11-01,latin,0.671,0.588,7,-9.719,0.033,0.166,0.255,134.032,180133,Low Popularity,Fast,Moderate,November
Alive,Many Moor,34,Alive,2016-06-10,latin,0.725,0.71,11,-4.624,0.0291,0.101,0.72,127.992,222187,Low Popularity,Fast,Loud,June
Aerials,CHRYS THOMPSON,24,Aerials,2019-09-03,latin,0.718,0.624,9,-6.099,0.0401,0.103,0.316,107.994,211667,Low Popularity,Moderate,Moderate,September
Money,Cardi B,79,Money,2018-10-23,latin,0.95,0.59,8,-6.508,0.29,0.11,0.219,130.003,183527,High Popularity,Fast,Moderate,October
Taste (feat. Offset),Tyga,82,Taste (feat. Offset),2018-05-16,latin,0.884,0.559,0,-7.442,0.12,0.101,0.342,97.994,232959,Very High Popularity,Moderate,Moderate,May
Mo Bamba,Sheck Wes,10,Mo Bamba,2017-09-19,latin,0.738,0.629,6,-4.882,0.0495,0.163,0.319,146.067,180898,Very Low Popularity,Fast,Loud,September
Nonstop,Drake,82,Scorpion,2018-06-29,latin,0.912,0.412,7,-8.074,0.124,0.104,0.422,154.983,238614,Very High Popularity,Very Fast,Moderate,June
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,15,FEFE (feat. Nicki Minaj & Murda Beatz),2018-07-22,latin,0.931,0.387,1,-9.127,0.412,0.136,0.376,125.978,179405,Very Low Popularity,Fast,Moderate,July
SWISH,Tyga,73,SWISH,2018-07-25,latin,0.884,0.541,11,-5.608,0.221,0.118,0.274,105.009,194936,High Popularity,Moderate,Moderate,July
WORKIN ME,Quavo,64,W O R K I N M E,2018-08-10,latin,0.79,0.629,8,-4.055,0.142,0.338,0.267,170.023,169620,High Popularity,Very Fast,Loud,August
Ric Flair Drip (& Metro Boomin),Offset,81,Without Warning,2017-10-30,latin,0.88,0.428,9,-8.28,0.206,0.114,0.333,100.007,172800,Very High Popularity,Moderate,Moderate,October
Leave Me Alone,Flipp Dinero,78,Leave Me Alone,2018-09-04,latin,0.792,0.743,7,-2.806,0.0851,0.183,0.742,150.024,195637,High Popularity,Very Fast,Loud,September
Lucid Dreams,Juice WRLD,18,Goodbye & Good Riddance,2018-05-23,latin,0.511,0.566,6,-7.23,0.2,0.34,0.218,83.903,239836,Very Low Popularity,Slow,Moderate,May
Tusa,KAROL G,98,Tusa,2019-11-07,latin,0.803,0.715,2,-3.28,0.298,0.0574,0.574,101.085,200960,Very High Popularity,Moderate,Loud,November
Vete,Bad Bunny,93,Vete,2019-11-21,latin,0.886,0.672,1,-4.394,0.188,0.101,0.526,91.976,192024,Very High Popularity,Moderate,Loud,November
Me Gusta,Shakira,79,Me Gusta,2020-01-13,latin,0.775,0.696,1,-5.184,0.0681,0.157,0.775,92.007,190570,High Popularity,Moderate,Moderate,January
Morado,J Balvin,82,Morado,2020-01-09,latin,0.881,0.696,11,-3.838,0.0797,0.0927,0.781,97.002,200667,Very High Popularity,Moderate,Loud,January
Sigues Con El,Dimelo Flow,90,Sigues Con El,2019-12-13,latin,0.883,0.668,9,-2.957,0.113,0.0734,0.676,87.972,226533,Very High Popularity,Slow,Loud,December
Whine Up,Nicky Jam,46,Whine Up,2019-10-29,latin,0.817,0.665,9,-6.224,0.0758,0.103,0.662,104.957,215460,Medium Popularity,Moderate,Moderate,October
Fantasias,Rauw Alejandro,92,Fantasias,2019-08-29,latin,0.879,0.703,1,-4.219,0.0701,0.0569,0.788,94.004,199711,Very High Popularity,Moderate,Loud,August
Indeciso,Reik,88,Indeciso,2019-08-23,latin,0.738,0.748,0,-4.902,0.0453,0.11,0.896,94.949,217253,Very High Popularity,Moderate,Loud,August
Aventura,Lunay,89,Épico,2019-10-25,latin,0.729,0.726,5,-3.208,0.0422,0.101,0.876,92.025,217130,Very High Popularity,Moderate,Loud,October
Rutina,Myke Towers,74,Rutina,2019-12-13,latin,0.834,0.75,1,-2.799,0.18,0.263,0.858,95.98,217227,High Popularity,Moderate,Loud,December
Bellaquita - Remix,Dalex,87,Bellaquita (Remix),2019-11-22,latin,0.795,0.715,1,-3.582,0.0838,0.179,0.758,165.941,304733,Very High Popularity,Very Fast,Loud,November
Fantasmita - Remix,Casper Magico,73,Fantasmita (Remix),2019-12-06,latin,0.707,0.87,7,-2.958,0.103,0.0664,0.801,173.939,262269,High Popularity,Very Fast,Loud,December
Que Tire Pa Lante,Daddy Yankee,90,Que Tire Pa Lante,2019-10-18,latin,0.658,0.901,7,-2.814,0.0357,0.12,0.708,93.979,210520,Very High Popularity,Moderate,Loud,October
Jangueo,Alex Rose,76,LOST,2019-11-08,latin,0.851,0.688,11,-4.038,0.0565,0.105,0.732,103.982,259600,High Popularity,Moderate,Loud,November
Qué Pena,Maluma,85,Qué Pena,2019-09-27,latin,0.635,0.661,11,-6.425,0.364,0.336,0.858,126.15,212711,Very High Popularity,Fast,Moderate,September
Infiel,Eix,70,Infiel,2019-12-20,latin,0.729,0.514,2,-5.926,0.226,0.084,0.481,87.67,221440,High Popularity,Slow,Moderate,December
Toxico,Brytiago,75,Toxico,2019-11-15,latin,0.86,0.63,7,-5.837,0.155,0.656,0.596,90.028,195667,High Popularity,Moderate,Moderate,November
Trampa (feat. Zion & Lennox),Prince Royce,71,Trampa (feat. Zion & Lennox),2019-11-15,latin,0.762,0.829,7,-5.684,0.0889,0.111,0.857,100.064,211222,High Popularity,Moderate,Moderate,November
Boomshakalaka - Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix,Dimitri Vegas & Like Mike,71,Boomshakalaka (Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix),2019-11-29,latin,0.752,0.82,1,-2.976,0.0461,0.0692,0.822,95.987,211520,High Popularity,Moderate,Loud,November
La Mas Linda,Casper Magico,70,La Mas Linda,2019-12-13,latin,0.835,0.701,11,-4.916,0.0984,0.116,0.457,90.997,211888,High Popularity,Moderate,Loud,December
No Vuelvas Más,Darell,75,No Vuelvas Más,2019-12-06,latin,0.866,0.602,11,-5.236,0.0844,0.0567,0.836,95.016,239093,High Popularity,Moderate,Moderate,December
Easy - Remix,Jhay Cortez,81,Easy (Remix),2019-11-19,latin,0.886,0.752,1,-3.819,0.0949,0.146,0.435,94.066,220147,Very High Popularity,Moderate,Loud,November
Mami,Paloma Mami,75,Mami,2019-12-10,latin,0.8,0.717,3,-6.354,0.0518,0.166,0.513,95.018,194526,High Popularity,Moderate,Moderate,December
B11 (feat. Myke Towers),Rvssian,82,B11 (feat. Myke Towers),2019-09-18,latin,0.759,0.717,0,-5.014,0.115,0.131,0.195,99.946,251929,Very High Popularity,Moderate,Moderate,September
Bailemos,Manuel Turizo,76,ADN,2019-08-23,latin,0.772,0.626,1,-5.107,0.124,0.0862,0.895,169.934,206295,High Popularity,Very Fast,Moderate,August
Piropo,Noriel,77,Piropo,2019-10-25,latin,0.866,0.747,9,-5.748,0.0725,0.0403,0.772,93.984,220133,High Popularity,Moderate,Moderate,October
Solito (Lonely) [feat. Nicky Jam & Akon],Messiah,68,Solito (Lonely) [feat. Nicky Jam & Akon],2019-12-06,latin,0.732,0.871,10,-1.406,0.0418,0.222,0.564,98.019,230127,High Popularity,Moderate,Loud,December
Ya No Más,Nacho,67,Ya No Más,2019-12-13,latin,0.781,0.77,0,-4.057,0.123,0.164,0.845,170.05,231933,High Popularity,Very Fast,Loud,December
Chica Bombastic,Wisin & Yandel,77,Chica Bombastic,2019-10-18,latin,0.777,0.754,8,-3.392,0.185,0.0393,0.78,171.992,193147,High Popularity,Very Fast,Loud,October
Full Moon,Guaynaa,70,Full Moon,2019-11-22,latin,0.852,0.833,2,-3.959,0.0696,0.111,0.616,84.007,185680,High Popularity,Slow,Loud,November
Mi Ex,Ñejo,72,Mi Ex,2019-09-27,latin,0.755,0.856,6,-4.627,0.0991,0.31,0.962,170.067,233600,High Popularity,Very Fast,Loud,September
"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)",Dimelo Flow,75,"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)",2019-11-29,latin,0.794,0.777,5,-2.457,0.18,0.579,0.811,90.032,266774,High Popularity,Moderate,Loud,November
Sigues Con El,Dimelo Flow,72,Historias de un Capricornio,2019-12-20,latin,0.883,0.668,9,-2.957,0.113,0.0734,0.676,87.972,226533,High Popularity,Slow,Loud,December
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,86,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",2019-09-06,latin,0.743,0.709,3,-3.922,0.0879,0.0809,0.831,170.001,258600,Very High Popularity,Very Fast,Loud,September
China,Anuel AA,93,China,2019-07-19,latin,0.786,0.808,7,-3.702,0.0882,0.0822,0.609,105.027,301714,Very High Popularity,Moderate,Loud,July
Reggaeton en Paris,Ozuna,70,Nibiru,2019-11-29,latin,0.752,0.708,9,-6.129,0.0407,0.114,0.618,98.023,241880,High Popularity,Moderate,Moderate,November
Imaginaste - Remix,Jhay Cortez,78,Imaginaste (Remix),2019-11-01,latin,0.854,0.712,1,-5.325,0.0945,0.338,0.601,89.975,246653,High Popularity,Slow,Moderate,November
No Me Conoce - Remix,Jhay Cortez,84,No Me Conoce (Remix),2019-05-17,latin,0.794,0.79,10,-3.855,0.0599,0.0893,0.577,91.984,307547,Very High Popularity,Moderate,Loud,May
El Efecto - Remix,Rauw Alejandro,76,El Efecto (Remix),2019-12-13,latin,0.771,0.769,0,-3.504,0.0694,0.345,0.931,167.969,289899,High Popularity,Very Fast,Loud,December
Uniforme,Rich Music LTD,81,The Academy,2019-10-11,latin,0.739,0.863,9,-3.667,0.139,0.254,0.773,173.946,279280,Very High Popularity,Very Fast,Loud,October
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,83,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",2019-08-30,latin,0.747,0.647,9,-3.234,0.0737,0.112,0.478,87.988,233113,Very High Popularity,Slow,Loud,August
Si Se Da - Remix,Myke Towers,84,Si Se da Remix,2019-08-02,latin,0.817,0.672,11,-5.612,0.299,0.13,0.774,93.999,332240,Very High Popularity,Moderate,Moderate,August
Jenner (feat. Tommy Boysen),DrefQuila,61,Jenner (feat. Tommy Boysen),2019-12-20,latin,0.811,0.644,7,-5.095,0.16,0.277,0.715,86.982,160000,High Popularity,Slow,Moderate,December
Soltera - Remix,Lunay,85,Soltera (Remix),2019-05-10,latin,0.795,0.783,5,-4.271,0.0432,0.437,0.8,92.016,266087,Very High Popularity,Moderate,Loud,May
Piensan,Myke Towers,81,Piensan,2019-09-13,latin,0.677,0.722,2,-4.443,0.0626,0.11,0.786,172.0,173452,Very High Popularity,Very Fast,Loud,September
Velitas,Darell,80,Velitas,2019-07-12,latin,0.819,0.596,2,-7.009,0.318,0.138,0.622,165.951,225542,High Popularity,Very Fast,Moderate,July
Que Mas Pues - Remix,Sech,11,Que Mas Pues (Remix),2019-04-11,latin,0.648,0.661,11,-5.027,0.195,0.12,0.813,113.363,305962,Very Low Popularity,Moderate,Moderate,April
Cuaderno,Dalex,83,Climaxxx,2019-05-10,latin,0.681,0.648,1,-5.021,0.38,0.104,0.687,172.019,286507,Very High Popularity,Very Fast,Moderate,May
La Boca - Remix,Mau y Ricky,82,La Boca (Remix),2019-07-17,latin,0.691,0.773,11,-3.812,0.0355,0.329,0.85,92.992,188468,Very High Popularity,Moderate,Loud,July
