track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_category,tempo_category,loudness_category,release_month
Dancing With Myself,Generation X,9.0,Essential,2011-01-01,rock,0.439,0.822,4.0,-6.764,1.0,0.0695,0.0113,0.0,0.133,0.884,176.711,225829.00778894473,Very Low Popularity,Extremely Fast,Moderate,January
Sharp Dressed Man - 2003 Remaster,ZZ Top,42.0,Rancho Texicano: The Very Best of ZZ Top,2004-06-08,rock,0.654,0.791,5.0,-7.457,1.0,0.0261,0.000432,0.00323,0.19030977962953666,0.371,125.11,252760.0,Medium-Low Popularity,Fast,Moderate,June
Cocaine,Eric Clapton,1.0,Complete Clapton,2007-10-08,rock,0.682,0.546,9.0,-11.551,1.0,0.0256,0.013,0.08365661309457895,0.246,0.678,104.652,213320.0,Very Low Popularity,Moderate,Quiet,October
Basket Case,Green Day,79.0,Dookie,1994-02-01,rock,0.442,0.943,3.0,-3.205,1.0,0.0602,0.00293,0.08365661309457895,0.091,0.781,85.064,181533.0,High Popularity,Slow,Loud,February
Burn It to the Ground,Nickelback,70.0,Dark Horse,2008-10-28,rock,0.617,0.922,11.0,-3.474,1.0,0.0744,0.000247,0.08365661309457895,0.363,0.6,132.059,212347.0,Medium Popularity,Fast,Loud,October
Paradise City,Guns N' Roses,1.0,Greatest Hits (EU Version),2004-03-15,rock,0.277,0.979,11.0,-5.578,1.0,0.0979,0.0183,0.0138,0.117,0.451,121.04495242659672,406200.0,Very Low Popularity,Fast,Moderate,March
I Won't Back Down,Tom Petty,2.0,Greatest Hits,2008-01-01,rock,0.765,0.726,7.0,-5.943,1.0,0.0308,0.0258,1.68e-05,0.213,0.963,121.04495242659672,175600.0,Very Low Popularity,Fast,Moderate,January
Purple Haze,Jimi Hendrix,0.0,Apollo 13 (Soundtrack),1995-01-01,rock,0.48,0.554,2.0,-17.766,1.0,0.10698268610046399,0.00331,0.697,0.373,0.6,108.612,165893.0,Unknown,Moderate,Very Quiet,January
Who Are You,The Who,17.0,Who Are You (Remastered),1978-08-18,rock,0.651,0.661,9.0,-11.405,1.0,0.0511,0.265,0.08365661309457895,0.106,0.489,156.371,378707.0,Low Popularity,Very Fast,Quiet,August
All Right Now - Remix '91,Free,0.0,All Right Now - The Best Of Free (Remixed),1991-03-25,rock,0.71,0.624,2.0,-11.713,1.0,0.0402,0.144,2.47e-06,0.0453,0.797,120.44,225829.00778894473,Unknown,Fast,Quiet,March
Break on Through (To the Other Side),The Doors,71.0,The Doors,1967-01-04,rock,0.421,0.751,5.387222222222222,-9.584,1.0,0.0472,0.2,0.0,0.17,0.789,89.839,145867.0,High Popularity,Slow,Moderate,January
Heaven's On Fire,KISS,7.0,Animalize (Remastered Version),1984-09-13,rock,0.679,0.866,0.0,-6.053,1.0,0.0634,0.175427786901252,3.1e-05,0.312,0.785,124.325,201400.0,Very Low Popularity,Fast,Moderate,September
Livin' On A Prayer,Bon Jovi,16.0,Slippery When Wet,1986-01-01,rock,0.559,0.687,0.0,-10.912,1.0,0.0311,0.0591,0.08365661309457895,0.0896,0.854,122.666,250307.0,Low Popularity,Fast,Quiet,January
Poison,Alice Cooper,70.0,Trash,1989-07-25,rock,0.28,0.6989134898547792,2.0,-5.509,0.0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,Medium Popularity,Moderate,Moderate,July
Baba O'Riley,The Who,76.0,Who's Next,1971-08-14,rock,0.489,0.724,5.0,-8.367,1.0,0.0352,0.313,0.08365661309457895,0.287,0.15,117.292,300400.0,High Popularity,Moderate,Moderate,August
New Sensation,INXS,44.0,INXS Remastered,2011-01-01,rock,0.682,0.954,9.0,-4.951,1.0,0.0625,0.00712,4.04e-05,0.19030977962953666,0.928,115.473,220160.0,Medium-Low Popularity,Moderate,Loud,January
High Voltage,AC/DC,60.0,High Voltage,1976-05-14,rock,0.561,0.6989134898547792,9.0,-4.985,1.0,0.0629,0.0282,0.451,0.0544,0.546,137.153,254200.0,Medium Popularity,Fast,Loud,May
Rock'n Me,Steve Miller Band,64.0,Fly Like An Eagle,1976-01-01,rock,0.695,0.582,4.0,-6.7204889102207845,1.0,0.0651,0.297,0.0,0.123,0.892,122.433,187067.0,Medium Popularity,Fast,Moderate,January
La Grange - 1999 Remaster,ZZ Top,55.0,Rancho Texicano: The Very Best of ZZ Top,2004-06-08,rock,0.552,0.651,4.0,-6.7204889102207845,0.0,0.229,0.00494,0.0349,0.132,0.533,161.548,232533.0,Medium Popularity,Extremely Fast,Moderate,June
Green-Eyed Lady,Sugarloaf,47.0,Green-Eyed Lady,1970-01-01,rock,0.564,0.523,7.0,-12.908,1.0,0.122,0.178,0.0303,0.0624,0.89,121.04495242659672,219760.0,Medium-Low Popularity,Fast,Quiet,January
Jailbreak,Thin Lizzy,0.0,Wild One - The Very Best Of Thin Lizzy (Remastered Version),1996-01-01,rock,0.618,0.6989134898547792,3.0,-6.973,1.0,0.129,0.515,5.92e-05,0.0547,0.608,144.957,240133.0,Unknown,Very Fast,Moderate,January
Strange Brew,Cream,42.58588104502501,Disraeli Gears (Remastered),1967-11-02,rock,0.62,0.398,2.0,-15.676,1.0,0.0303,0.556,6.91e-06,0.273,0.677,106.265,166600.0,Medium-Low Popularity,Moderate,Very Quiet,November
Venus,Shocking Blue,52.0,The Very Best Of Shocking Blue (Part One - The A Sides),2011-02-02,rock,0.691,0.762,11.0,-6.47,0.0,0.10698268610046399,0.462,0.0286,0.0804,0.957,128.111,187533.0,Medium Popularity,Fast,Moderate,February
Smells Like Teen Spirit,Nirvana,81.0,Nevermind (Deluxe Edition),1991-09-26,rock,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,225829.00778894473,High Popularity,Moderate,Loud,September
Song 2 - 2012 Remaster,Blur,74.0,Blur [Special Edition],1997-02-10,rock,0.674,0.789,8.0,-6.903,1.0,0.0676,0.00178,0.0071,0.0754,0.918,121.04495242659672,121160.0,High Popularity,Fast,Moderate,February
Knockin' On Heaven's Door,Guns N' Roses,15.0,Use Your Illusion II,1991-01-01,rock,0.486,0.747,6.0,-7.248,1.0,0.0407,0.0203,0.08365661309457895,0.0992,0.368,132.29,336000.0,Low Popularity,Fast,Moderate,January
The House of the Rising Sun,The Animals,73.0,The Singles Plus,1987-10-19,rock,0.316,0.484,5.387222222222222,-9.11,0.0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907.0,High Popularity,Moderate,Moderate,October
Riders on the Storm - New Stereo Mix,The Doors,52.0,The Future Starts Here: The Essential Doors Hits,2008-01-28,rock,0.6545498077701337,0.543,11.0,-16.041,0.0,0.0342,0.507,0.136,0.241,0.595,104.828,427280.0,Medium Popularity,Moderate,Very Quiet,January
Round and Round,Ratt,63.0,Out Of The Cellar,1984-02-14,rock,0.616,0.965,11.0,-6.7204889102207845,1.0,0.0613,0.0135,0.000174,0.119,0.405,126.535,266627.0,Medium Popularity,Fast,Moderate,February
Comfortably Numb - 2011 Remastered Version,Pink Floyd,11.0,The Wall [2011 - Remaster] (2011 Remastered Version),1979-11-30,rock,0.472,0.366,11.0,-12.595,0.0,0.0286,0.15,0.308,0.0837,0.171,127.167,225829.00778894473,Low Popularity,Fast,Quiet,November
Rain Fall Down,The Rolling Stones,24.0,A Bigger Bang,2005-09-05,rock,0.654,0.854,9.0,-5.873,0.5638447617132516,0.0563,0.00175,0.00639,0.163,0.531,98.013,293800.0,Low Popularity,Slow,Moderate,September
18 and Life,Skid Row,69.0,Skid Row,1989-01-24,rock,0.466,0.648,1.0,-11.101,0.0,0.10698268610046399,0.0023,1.49e-05,0.112,0.305,90.435,229960.0,Medium Popularity,Slow,Quiet,January
Wait For The Blackout,White Lion,43.0,Anthology: '83 - '89,2006-06-20,rock,0.2,0.791,2.0,-7.593,1.0,0.0621,0.175427786901252,0.0,0.155,0.233,150.136,295427.0,Medium-Low Popularity,Very Fast,Moderate,June
Give It Away,Red Hot Chili Peppers,73.0,Blood Sugar Sex Magik (Deluxe Edition),1991-09-24,rock,0.666,0.936,7.0,-9.919,1.0,0.0476,0.00244,0.086,0.153,0.776,121.04495242659672,282907.0,High Popularity,Fast,Moderate,September
Hungry Like the Wolf - 2009 Remaster,Duran Duran,71.0,Rio (Collector's Edition),1982-05-10,rock,0.691,0.812,0.0,-7.772,1.0,0.0558,0.0433,1.16e-06,0.299,0.5098375511751326,127.568,220627.0,High Popularity,Fast,Moderate,May
I Can't Dance - 2007 Digital Remaster,Genesis,61.0,We Can't Dance,1991-11-11,rock,0.916,0.523,3.0,-9.733,1.0,0.0521,0.432,0.08365661309457895,0.0488,0.88,107.564,241360.0,Medium Popularity,Moderate,Moderate,November
Blinded By The Light,Manfred Mann's Earth Band,11.0,Best Of Vol 1,2000-01-01,rock,0.594,0.556,5.0,-11.679,1.0,0.10698268610046399,0.559,0.00281,0.0726,0.623,140.543,228867.0,Low Popularity,Very Fast,Quiet,January
Money For Nothing - Edit,Dire Straits,5.0,Sultans Of Swing - The Very Best Of Dire Straits,1998-11-10,rock,0.679,0.676,2.0,-6.7204889102207845,0.0,0.0371,0.0777,1.38e-05,0.0938,0.8,134.238,246840.0,Very Low Popularity,Fast,Moderate,November
Surfer Joe - Hit Version,The Surfaris,15.0,Wipe Out,1963-07-08,rock,0.646,0.813,8.0,-6.7204889102207845,1.0,0.0419,0.52,0.00944,0.0625,0.967,141.691,151373.0,Low Popularity,Very Fast,Moderate,July
Stuck In The Middle With You,Stealers Wheel,19.0,Stuck In The Middle With You - The Hits Collection,1998-01-01,rock,0.749,0.74,7.0,-4.965,0.5638447617132516,0.0334,0.0552,0.000569,0.16,0.962,124.463,206560.0,Low Popularity,Fast,Loud,January
Wicked Game,HIM,53.0,Greatest Love Songs Vol. 666,1997-03-09,rock,0.513,0.872,9.0,-4.921,1.0,0.0481,0.00235,6.11e-05,0.0807,0.5098375511751326,120.399,233733.0,Medium Popularity,Fast,Loud,March
Live To Rise,Soundgarden,0.0,Avengers Assemble,2012-01-01,rock,0.244,0.6989134898547792,4.0,-4.957,0.0,0.041,0.00165,0.00499,0.888,0.244,82.967,280613.0,Unknown,Slow,Loud,January
Teenage Dirtbag,Wheatus,42.58588104502501,Wheatus,1999-02-15,rock,0.625,0.85,4.0,-3.904,1.0,0.0495,0.346,0.000233,0.174,0.633,94.661,241667.0,Medium-Low Popularity,Slow,Loud,February
Alive,Pearl Jam,75.0,Ten,1991-08-27,rock,0.284,0.875,11.0,-6.069,0.0,0.0422,0.00752,0.08365661309457895,0.402,0.595,75.009,340907.0,High Popularity,Very Slow,Moderate,August
Down with the Sickness,Disturbed,68.0,The Sickness (10th Anniversary Edition),2010-03-12,rock,0.649,0.896,10.0,-2.704,0.0,0.10698268610046399,0.000319,1.19e-05,0.102,0.924,90.009,278707.0,Medium Popularity,Slow,Loud,March
Elevate,Papa Roach,62.0,Elevate,2018-12-14,rock,0.666,0.775,2.0,-5.458,0.0,0.0979,0.0226,0.08365661309457895,0.254,0.59,144.998,191565.0,Medium Popularity,Very Fast,Moderate,December
"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",Five Finger Death Punch,60.0,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",2019-04-12,rock,0.45,0.872,7.0,-6.7204889102207845,1.0,0.0353,0.0018,1.61e-05,0.0833,0.396,156.059,274615.0,Medium Popularity,Very Fast,Moderate,April
Oh My God,HELLYEAH,52.0,Oh My God,2019-06-28,rock,0.315,0.975,6.0,-2.912,0.0,0.198,0.000368,0.08365661309457895,0.248,0.35,159.455,252689.0,Medium Popularity,Very Fast,Loud,June
Burn,In Flames,25.0,Burn,2019-02-08,rock,0.522,0.971,6.0,-4.59,1.0,0.109,4.8e-05,0.08365661309457895,0.054,0.195,114.992,223720.0,Low Popularity,Moderate,Loud,February
Torn in Two,Breaking Benjamin,59.0,Ember,2018-04-13,rock,0.6545498077701337,0.943,5.0,-3.633,1.0,0.288,0.000113,0.0187,0.104,0.367,94.416,257453.0,Medium Popularity,Slow,Loud,April
(This Is Our) House,In Flames,27.0,(This Is Our) House,2018-12-14,rock,0.521,0.984,10.0,-4.957,0.0,0.0817,6.68e-05,0.018,0.19030977962953666,0.465,132.039,258773.0,Low Popularity,Fast,Loud,December
Ambush,Inklings,42.58588104502501,Ambush,2019-03-22,rock,0.509,0.933,11.0,-4.591,0.0,0.0547,0.00147,0.00345,0.352,0.58,157.971,200410.0,Medium-Low Popularity,Very Fast,Loud,March
Renegade Music,Papa Roach,50.0,Who Do You Trust?,2019-01-18,rock,0.412,0.896,5.387222222222222,-3.807,1.0,0.0967,0.000155,0.00471,0.134,0.434,172.343,203921.0,Medium-Low Popularity,Extremely Fast,Loud,January
Uncomfortable,Halestorm,54.0,Vicious,2018-07-27,rock,0.6545498077701337,0.976,0.0,-2.501,1.0,0.0814,0.00172,0.0,0.147,0.298,118.915,220667.0,Medium Popularity,Moderate,Loud,July
Infra-Red,Three Days Grace,42.58588104502501,Outsider,2018-03-09,rock,0.568,0.907,5.0,-4.641,0.0,0.0488,0.00115,0.0,0.0982,0.337,112.037,230933.0,Medium-Low Popularity,Moderate,Loud,March
Do You Really Want It,Nothing More,57.0,The Stories We Tell Ourselves,2017-09-15,rock,0.223,0.891,7.0,-4.918,1.0,0.133,8.6e-05,0.000422,0.107,0.558,170.6,225829.00778894473,Medium Popularity,Extremely Fast,Loud,September
Got the Life,Korn,42.58588104502501,Follow The Leader,1998-08-18,rock,0.501,0.905,11.0,-5.721,0.0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,225307.0,Medium-Low Popularity,Fast,Moderate,August
Mama Said Knock You Out (feat. Tech N9ne),Five Finger Death Punch,57.0,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",2013-07-30,rock,0.59,0.979,6.0,-3.763,0.0,0.103,0.000128,0.0,0.0819,0.5098375511751326,102.993,167510.0,Medium Popularity,Moderate,Loud,July
Du hast,Rammstein,67.0,Sehnsucht,1997-08-22,rock,0.64,0.922,9.0,-6.283,0.0,0.0385,0.00369,0.055,0.332,0.716,121.04495242659672,234227.0,Medium Popularity,Fast,Moderate,August
Chop Suey!,System Of A Down,18.0,Toxicity,2001-01-01,rock,0.42,0.6989134898547792,7.0,-3.899,0.0,0.121,0.000353,0.000747,0.122,0.3,127.204,210240.0,Low Popularity,Fast,Loud,January
A Crime To Remember,Pop Evil,49.0,Pop Evil,2018-02-16,rock,0.551,0.914,7.0,-6.7204889102207845,0.0,0.0934,0.011,6.09e-05,0.321,0.419,129.803,202762.0,Medium-Low Popularity,Fast,Moderate,February
Walking In My Shoes,FEVER 333,51.0,Made An America,2018-03-23,rock,0.633,0.777,9.0,-4.995,1.0,0.10698268610046399,0.00941,0.000302,0.167,0.299,130.027,171810.0,Medium Popularity,Fast,Loud,March
Undead,Hollywood Undead,66.0,Swan Songs,2008-09-02,rock,0.512,0.943,5.387222222222222,-5.185,0.0,0.106,0.0138,0.0,0.261,0.485,163.128,265053.0,Medium Popularity,Extremely Fast,Moderate,September
Stupify,Disturbed,60.0,The Sickness (10th Anniversary Edition),2010-03-12,rock,0.597,0.939,1.0,-3.001,0.5638447617132516,0.0446,0.00108,9.77e-05,0.201,0.422,98.0,274000.0,Medium Popularity,Slow,Loud,March
Hardwired,Metallica,56.0,Hardwired…To Self-Destruct,2016-11-18,rock,0.6545498077701337,0.991,11.0,-3.126,1.0,0.0604,1.15e-05,0.00412,0.225,0.505,185.364,191332.0,Medium Popularity,Ultra Fast,Loud,November
Red Cold River,Breaking Benjamin,2.0,Red Cold River,2018-01-05,rock,0.3,0.961,3.0,-3.154,0.0,0.10698268610046399,0.000196,3.28e-06,0.0603,0.186,91.676,200908.0,Very Low Popularity,Slow,Loud,January
House On Fire,Rise Against,0.0,House On Fire,2017-05-19,rock,0.414,0.946,11.0,-2.176,1.0,0.10698268610046399,0.00113,0.0,0.46,0.699,168.987,194507.0,Unknown,Extremely Fast,Loud,May
Dirty,Sevendust,49.0,All I See Is War,2018-05-11,rock,0.234,0.927,5.0,-5.869,0.0,0.433,1.2e-05,0.08365661309457895,0.114,0.278,131.003,197679.0,Medium-Low Popularity,Fast,Moderate,May
Last Resort,Papa Roach,17.0,Infest,2000-04-25,rock,0.581,0.887,4.0,-3.659,0.0,0.0624,0.000504,0.00111,0.19030977962953666,0.724,90.578,199893.0,Low Popularity,Slow,Loud,April
Human,HELLYEAH,45.0,UNDEN!ABLE,2016-06-03,rock,0.507,0.99,0.0,-3.517,0.0,0.121,2.28e-05,0.0,0.19030977962953666,0.28,135.053,213087.0,Medium-Low Popularity,Fast,Loud,June
Bulls On Parade,Rage Against The Machine,73.0,Evil Empire,1996-04-16,rock,0.412,0.919,5.0,-7.291,0.5638447617132516,0.184,0.0124,0.0601,0.424,0.572,166.367,229467.0,High Popularity,Extremely Fast,Moderate,April
Go To War,Nothing More,54.0,Go To War,2017-06-23,rock,0.461,0.892,6.0,-4.807,0.0,0.0901,0.00187,1.34e-06,0.19030977962953666,0.35,137.35,245196.0,Medium Popularity,Fast,Loud,June
Straight Jacket,Theory of a Deadman,42.58588104502501,Straight Jacket,2018-03-09,rock,0.577,0.719,11.0,-5.575,0.0,0.0564,0.0352,0.0,0.079,0.615,175.979,240973.0,Medium-Low Popularity,Extremely Fast,Moderate,March
Freak On a Leash,Korn,73.0,Follow The Leader,1998-08-18,rock,0.353,0.898,2.0,-5.877,1.0,0.052,2.23e-05,0.105,0.39,0.525,121.04495242659672,255733.0,High Popularity,Fast,Moderate,August
Deathwish,Red Sun Rising,0.0,Deathwish,2018-01-12,rock,0.502,0.879,8.0,-5.499,0.0,0.0505,0.00696,6.81e-06,0.363,0.5098375511751326,134.967,287935.0,Unknown,Fast,Moderate,January
Rose Red Violent Blue (This Song Is Dumb & so Am I),Stone Sour,47.0,Hydrograd,2017-06-30,rock,0.6545498077701337,0.988,1.0,-4.687,0.0,0.123,0.00413,0.0,0.295,0.296,161.952,296400.0,Medium-Low Popularity,Extremely Fast,Loud,June
Headstrong,Trapt,73.0,Trapt,2002-11-05,rock,0.492,0.896,4.0,-5.819,0.0,0.10698268610046399,0.000172,2.78e-06,0.189,0.534,184.981,285570.0,High Popularity,Ultra Fast,Moderate,November
Digging My Own Grave,Escape the Fate,29.0,Digging My Own Grave,2018-02-16,rock,0.511,0.6989134898547792,5.0,-4.654,1.0,0.0826,0.000136,0.0,0.27,0.177,125.001,197390.0,Low Popularity,Fast,Loud,February
Black Is The Soul,Korn,52.0,The Serenity of Suffering,2016-10-21,rock,0.465,0.946,9.0,-4.205,1.0,0.068,1.77e-05,0.0844,0.134,0.5098375511751326,133.802,241147.0,Medium Popularity,Fast,Loud,October
Song #3,Stone Sour,40.0,Song #3,2017-04-27,rock,0.479,0.6989134898547792,1.0,-5.453,1.0,0.078,0.00243,0.0,0.132,0.458,157.044,256525.0,Medium-Low Popularity,Very Fast,Moderate,April
Satellite,STARSET,54.0,Vessels,2017-01-20,rock,0.385,0.925,2.0,-5.888,0.0,0.132,7.73e-05,0.08365661309457895,0.153,0.323,76.957,239253.0,Medium Popularity,Very Slow,Moderate,January
Face to the Floor,Chevelle,60.0,Hats Off to the Bull,2011-12-06,rock,0.515,0.857,5.0,-4.582,1.0,0.0511,1.25e-05,0.0954,0.486,0.669,121.04495242659672,218560.0,Medium Popularity,Fast,Loud,December
We Will Not Go Quietly,Sixx:A.M.,30.0,We Will Not Go Quietly,2016-10-14,rock,0.394,0.942,2.0,-6.7204889102207845,0.0,0.134,0.000771,0.00746,0.772,0.488,182.095,260867.0,Low Popularity,Ultra Fast,Moderate,October
Meaning of Life,Disturbed,32.0,The Studio Album Collection,2011-10-07,rock,0.72,0.951,11.0,-4.78,1.0,0.0683,0.000648,0.00138,0.19030977962953666,0.728,125.929,241773.0,Medium-Low Popularity,Fast,Loud,October
Remember the Name (feat. Styles of Beyond),Fort Minor,51.0,Petrified / Remember The Name,2005-10-04,rock,0.688,0.835,8.0,-4.162,1.0,0.0911,0.175427786901252,2.87e-06,0.0795,0.88,84.858,230493.0,Medium Popularity,Slow,Loud,October
Bad Company,Five Finger Death Punch,6.0,War Is The Answer,2009-01-01,rock,0.557,0.886,11.0,-4.196,0.0,0.0498,0.000595,9.84e-05,0.0904,0.17,121.04495242659672,262440.0,Very Low Popularity,Fast,Loud,January
'Till I Collapse,Eminem,16.0,The Eminem Show,2002-05-26,rock,0.551,0.851,1.0,-3.277,1.0,0.10698268610046399,0.0748,0.0,0.0784,0.1,171.411,297893.0,Low Popularity,Extremely Fast,Loud,May
Killing In the Name,Rage Against The Machine,57.0,Rage Against The Machine,1992-11-03,rock,0.6545498077701337,0.779,7.0,-6.323,1.0,0.257,0.0185,2.04e-06,0.0247,0.734,86.573,313667.0,Medium Popularity,Slow,Moderate,November
Enter Sandman,Metallica,23.0,Metallica,1991-08-12,rock,0.579,0.824,6.0,-8.71,0.0,0.03,0.175427786901252,0.00903,0.059,0.635,123.331,331573.0,Low Popularity,Fast,Moderate,August
The Only,Static-X,61.0,Shadow Zone (U.S. Version),2003-10-07,rock,0.428,0.979,1.0,-2.929,1.0,0.225,7.04e-05,0.0,0.129,0.292,121.04495242659672,171107.0,Medium Popularity,Fast,Loud,October
Last Resort,Papa Roach,48.0,The Ultimate Workout Collection: Blood Sweat And Tears,2009-01-01,rock,0.591,0.892,4.0,-3.703,0.0,0.0582,0.000511,0.08365661309457895,0.244,0.648,90.591,199587.0,Medium-Low Popularity,Slow,Loud,January
Whyyawannabringmedown,Aranda,38.0,Aranda,2008-04-22,rock,0.618,0.97,5.0,-1.928,0.5638447617132516,0.087,0.00618,0.000409,0.0547,0.684,100.039,162640.0,Medium-Low Popularity,Moderate,Loud,April
The Pride,Five Finger Death Punch,2.0,American Capitalist,2011-01-01,rock,0.492,0.987,5.387222222222222,-3.398,1.0,0.122,8.96e-06,0.0,0.231,0.354,103.98,203813.0,Very Low Popularity,Moderate,Loud,January
Psychosocial,Slipknot,49.0,All Hope Is Gone,2008-08-22,rock,0.576,0.989,2.0,-1.909,1.0,0.112,0.00252,0.0032,0.0243,0.352,135.093,225829.00778894473,Medium-Low Popularity,Fast,Loud,August
Monster,Skillet,75.0,Awake,2009-08-21,rock,0.64,0.957,8.0,-2.336,1.0,0.10698268610046399,0.0431,0.0,0.0789,0.692,134.992,178013.0,High Popularity,Fast,Loud,August
I Get Off,Halestorm,42.58588104502501,Halestorm (Deluxe),2009-02-25,rock,0.456,0.891,11.0,-4.062,0.0,0.125,0.00682,4.97e-06,0.0727,0.647,170.019,183707.0,Medium-Low Popularity,Extremely Fast,Loud,February
Live To Win,Paul Stanley,0.0,Live To Win,2006-01-01,rock,0.541,0.6989134898547792,5.0,-3.879,0.0,0.0639,0.0132,0.0,0.578,0.493,127.096,187360.0,Unknown,Fast,Loud,January
Let the Sparks Fly,Thousand Foot Krutch,0.0,The End Is Where We Begin,2013-09-02,rock,0.642,0.859,2.0,-4.888,1.0,0.0562,0.000599,0.0,0.306,0.5098375511751326,120.059,246131.0,Unknown,Fast,Loud,September
Animal I Have Become,Three Days Grace,72.0,One-X,2006-06-25,rock,0.553,0.853,8.0,-3.668,1.0,0.0339,0.000684,0.08365661309457895,0.126,0.506,122.023,231400.0,High Popularity,Fast,Loud,June
Give It All,Rise Against,3.0,Siren Song Of The Counter-Culture (Japan Version / International Version),2004-01-01,rock,0.586,0.942,2.0,-3.171,0.5638447617132516,0.0679,0.000414,0.00214,0.0841,0.412,103.064,169831.0,Very Low Popularity,Moderate,Loud,January
Under The Knife,Rise Against,42.58588104502501,The Sufferer & The Witness,2006-01-01,rock,0.572,0.984,10.0,-3.847,0.0,0.0626,0.00052,2.48e-06,0.044,0.524,104.345,165173.0,Medium-Low Popularity,Moderate,Loud,January
Phenomenon,Thousand Foot Krutch,58.0,Phenomenon,2003-01-01,rock,0.561,0.774,5.387222222222222,-3.622,0.0,0.0737,0.000369,2.36e-06,0.0469,0.903,164.008,179227.0,Medium Popularity,Extremely Fast,Loud,January
Face Everything And Rise,Papa Roach,35.0,Face Everything And Rise,2014-11-04,rock,0.414,0.989,8.0,-6.7204889102207845,1.0,0.0799,3e-05,0.0,0.301,0.359,139.964,190587.0,Medium-Low Popularity,Fast,Moderate,November
Faint,Linkin Park,57.0,Meteora (Bonus Edition),2003-03-24,rock,0.554,0.978,4.0,-3.554,0.5638447617132516,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0,Medium Popularity,Fast,Loud,March
Do You Call My Name,Ra,54.0,From One,2002-01-01,rock,0.438,0.942,4.0,-5.19,0.0,0.10698268610046399,0.00125,1.02e-06,0.421,0.511,91.302,317160.0,Medium Popularity,Slow,Moderate,January
Hell Yeah,Rev Theory,4.0,Light It Up,2008-01-01,rock,0.361,0.6989134898547792,3.0,-3.373,0.0,0.0931,0.000129,4.41e-06,0.0228,0.385,167.951,247613.0,Very Low Popularity,Extremely Fast,Loud,January
The Hell Song,Sum 41,64.0,Does This Look Infected?,2002-01-01,rock,0.359,0.935,8.0,-5.529,0.0,0.0817,0.000143,0.0141,0.351,0.658,121.04495242659672,198493.0,Medium Popularity,Fast,Moderate,January
Halo,Soil,61.0,Scars (Expanded Edition),2011-10-07,rock,0.6545498077701337,0.92,3.0,-4.168,1.0,0.0649,2.87e-05,0.00202,0.0582,0.438,111.132,195653.0,Medium Popularity,Moderate,Loud,October
False Pretense,The Red Jumpsuit Apparatus,62.0,Don't You Fake It,2006-01-01,rock,0.509,0.93,0.0,-6.7204889102207845,0.0,0.0474,0.00137,0.0,0.152,0.783,154.95,149640.0,Medium Popularity,Very Fast,Moderate,January
Feel Invincible,Skillet,50.0,Feel Invincible,2016-05-20,rock,0.594,0.893,8.0,-3.792,0.5638447617132516,0.0962,0.000523,0.0,0.373,0.417,126.063,229862.0,Medium-Low Popularity,Fast,Loud,May
96 Quite Bitter Beings,CKY,58.0,"Camp Kill Yourself, Vol.1",1999-01-01,rock,0.458,0.779,3.0,-6.7204889102207845,0.0,0.0486,0.00184,4.28e-05,0.313,0.729,99.093,201920.0,Medium Popularity,Slow,Moderate,January
All My Friends Are Dead,Turbonegro,54.0,Party Animals,2005-05-09,rock,0.275,0.98,9.0,-0.866,1.0,0.10698268610046399,0.037,5.17e-06,0.0943,0.455,185.024,158427.0,Medium Popularity,Ultra Fast,Loud,May
Memory,BrokenRail,31.0,Brokenrail,2016-11-25,rock,0.6545498077701337,0.844,8.0,-4.532,0.0,0.0505,7.58e-05,0.00364,0.0444,0.666,156.928,206178.0,Medium-Low Popularity,Very Fast,Loud,November
Rollin' (Air Raid Vehicle),Limp Bizkit,45.0,Greatest Hitz,2005-01-01,rock,0.594,0.939,9.0,-6.7204889102207845,1.0,0.153,0.00498,0.0,0.342,0.722,96.305,213880.0,Medium-Low Popularity,Slow,Moderate,January
Boom - 2006 Remaster,P.O.D.,53.0,Greatest Hits [The Atlantic Years],2006-10-27,rock,0.563,0.6989134898547792,2.0,-5.567,1.0,0.0734,0.00156,1.15e-06,0.0468,0.539,90.928,187240.0,Medium Popularity,Slow,Moderate,October
Lights Out,Bloodlights,0.0,Lights Out,2017-04-12,rock,0.6545498077701337,0.951,10.0,-4.163,0.0,0.0929,9.52e-05,0.000213,0.299,0.301,151.486,211293.0,Unknown,Very Fast,Loud,April
Pent Up,Spring Grove,13.0,In Plain Sight,2016-11-19,rock,0.426,0.949,8.0,-5.537,0.5638447617132516,0.0372,9.52e-06,0.0188,0.0657,0.309,200.08,235155.0,Low Popularity,Ultra Fast,Moderate,November
